1000|0.0002090|56.0568|0|0|18.0| Starlink_2
1000|0.0002090|146.0568|0|45|18.0| Starlink_3
1000|0.0002090|56.0568|0|90|18.0| Starlink_4
1000|0.0002090|146.0568|0|135|18.0| Starlink_5
1000|0.0002090|56.0568|0|180|18.0| Starlink_6
1000|0.0002090|146.0568|0|225|18.0| Starlink_7
1000|0.0002090|56.0568|0|270|18.0| Starlink_8
1000|0.0002090|146.0568|0|315|18.0| Starlink_9
1000|0.0002090|56.0568|45|0|18.0| Starlink_10
1000|0.0002090|146.0568|45|45|18.0| Starlink_11
1000|0.0002090|56.0568|45|90|18.0| Starlink_12
1000|0.0002090|146.0568|45|135|18.0| Starlink_13
1000|0.0002090|56.0568|45|180|18.0| Starlink_14
1000|0.0002090|146.0568|45|225|18.0| Starlink_15
1000|0.0002090|56.0568|45|270|18.0| Starlink_16
1000|0.0002090|146.0568|45|315|18.0| Starlink_17
1000|0.0002090|56.0568|90|0|18.0| Starlink_18
1000|0.0002090|146.0568|90|45|18.0| Starlink_19
1000|0.0002090|56.0568|90|90|18.0| Starlink_20
1000|0.0002090|146.0568|90|135|18.0| Starlink_21
1000|0.0002090|56.0568|90|180|18.0| Starlink_22
1000|0.0002090|146.0568|90|225|18.0| Starlink_23
1000|0.0002090|56.0568|90|270|18.0| Starlink_24
1000|0.0002090|146.0568|90|315|18.0| Starlink_25
1000|0.0002090|56.0568|135|0|18.0| Starlink_26
1000|0.0002090|146.0568|135|45|18.0| Starlink_27
1000|0.0002090|56.0568|135|90|18.0| Starlink_28
1000|0.0002090|146.0568|135|135|18.0| Starlink_29
1000|0.0002090|56.0568|135|180|18.0| Starlink_30
1000|0.0002090|146.0568|135|225|18.0| Starlink_31
1000|0.0002090|56.0568|135|270|18.0| Starlink_32
1000|0.0002090|146.0568|135|315|18.0| Starlink_33
1000|0.0002090|56.0568|180|0|18.0| Starlink_34
1000|0.0002090|146.0568|180|45|18.0| Starlink_35
1000|0.0002090|56.0568|180|90|18.0| Starlink_36
1000|0.0002090|146.0568|180|135|18.0| Starlink_37
1000|0.0002090|56.0568|180|180|18.0| Starlink_38
1000|0.0002090|146.0568|180|225|18.0| Starlink_39
1000|0.0002090|56.0568|180|270|18.0| Starlink_40
1000|0.0002090|146.0568|180|315|18.0| Starlink_41
1000|0.0002090|56.0568|225|0|18.0| Starlink_42
1000|0.0002090|146.0568|225|45|18.0| Starlink_43
1000|0.0002090|56.0568|225|90|18.0| Starlink_44
1000|0.0002090|146.0568|225|135|18.0| Starlink_45
1000|0.0002090|56.0568|225|180|18.0| Starlink_46
1000|0.0002090|146.0568|225|225|18.0| Starlink_47
1000|0.0002090|56.0568|225|270|18.0| Starlink_48
1000|0.0002090|146.0568|225|315|18.0| Starlink_49
1000|0.0002090|56.0568|270|0|18.0| Starlink_50
1000|0.0002090|146.0568|270|45|18.0| Starlink_51
1000|0.0002090|56.0568|270|90|18.0| Starlink_52
1000|0.0002090|146.0568|270|135|18.0| Starlink_53
1000|0.0002090|56.0568|270|180|18.0| Starlink_54
1000|0.0002090|146.0568|270|225|18.0| Starlink_55
1000|0.0002090|56.0568|270|270|18.0| Starlink_56
1000|0.0002090|146.0568|270|315|18.0| Starlink_57
1000|0.0002090|56.0568|315|0|18.0| Starlink_58
1000|0.0002090|146.0568|315|45|18.0| Starlink_59
1000|0.0002090|56.0568|315|90|18.0| Starlink_60
1000|0.0002090|146.0568|315|135|18.0| Starlink_61
1000|0.0002090|56.0568|315|180|18.0| Starlink_62
1000|0.0002090|146.0568|315|225|18.0| Starlink_63
1000|0.0002090|56.0568|315|270|18.0| Starlink_64
1000|0.0002090|146.0568|315|315|18.0| Starlink_65
